user_id,gender,date_of_birth,workclass,education_level,education_num,marital_status,occupation,relationship,capital_gain,capital_loss,hours_per_week,approved,address,email,inquiry_purpose_code,institute_type,account_type,asset_class_cd,asset_code,portfolio_type,age,Probs,Class
41659,0,1966-01-08,2,15,10.0,6,11,4,0.0,0.0,20.0,0,28960,6600,4,5,34,7,0,3,54,0.004,0.0
6166,1,1979-01-05,2,11,9.0,2,13,0,0.0,0.0,40.0,0,15607,37996,4,7,34,7,0,3,41,0.442979365079365,0.0
2172,0,1955-01-11,2,15,10.0,6,6,1,0.0,0.0,20.0,0,24258,25694,17,7,34,7,0,3,65,0.018,0.0
18238,1,1991-01-02,2,8,11.0,4,2,3,0.0,0.0,40.0,0,43630,41363,17,7,34,7,0,3,29,0.024,0.0
7419,0,1986-01-03,5,11,9.0,4,7,3,0.0,0.0,20.0,0,34693,36074,4,5,28,5,0,3,34,0.0,0.0
5283,1,1964-01-09,1,11,9.0,2,2,0,0.0,0.0,40.0,0,11799,40521,4,7,34,7,0,3,56,0.16902380952380952,0.0
29049,0,1989-01-02,2,15,10.0,0,0,1,0.0,0.0,40.0,0,43243,26532,4,7,34,7,0,3,31,0.018,0.0
34573,1,1945-01-13,1,11,9.0,2,7,0,0.0,2467.0,40.0,0,41903,2396,4,5,34,7,0,3,75,0.344,0.0
19088,1,1993-01-01,2,15,10.0,2,2,0,0.0,0.0,46.0,0,23180,15759,13,7,17,7,0,1,27,0.108,0.0
636,0,1966-01-08,2,5,4.0,0,0,1,0.0,0.0,40.0,0,24129,20880,4,5,34,7,0,3,54,0.0,0.0
4205,1,1991-01-02,2,11,9.0,4,13,4,0.0,0.0,40.0,0,14023,9585,6,5,17,5,0,1,29,0.006,0.0
40961,0,1981-01-04,2,15,10.0,2,11,5,0.0,0.0,40.0,0,25144,30515,17,7,34,7,0,3,39,0.698,1.0
23617,1,2000-12-30,2,11,9.0,4,13,3,0.0,0.0,30.0,0,38302,10114,17,7,18,5,0,1,19,0.0,0.0
5788,1,1997-12-31,2,15,10.0,4,2,3,0.0,0.0,40.0,0,13683,9936,4,7,34,7,0,3,22,0.0,0.0
12326,0,1981-01-04,2,7,12.0,0,0,4,0.0,0.0,40.0,0,43600,26264,4,7,34,7,0,3,39,0.002,0.0
31651,1,1999-12-31,5,15,10.0,4,9,3,0.0,0.0,40.0,0,13822,34629,17,5,19,5,0,1,20,0.0,0.0
1212,0,1994-01-01,2,15,10.0,4,0,3,0.0,0.0,40.0,0,28579,28950,4,5,18,7,0,1,26,0.0,0.0
26789,1,1997-12-31,2,11,9.0,4,7,1,0.0,0.0,45.0,0,29871,28158,14,7,34,7,0,3,22,0.0,0.0
7032,1,1989-01-02,5,8,11.0,0,10,1,0.0,0.0,40.0,0,4467,18745,4,5,17,7,0,1,31,0.06,0.0
30433,1,1967-01-08,1,11,9.0,4,7,1,0.0,0.0,40.0,0,25203,2875,6,7,34,7,0,3,53,0.01,0.0
40166,0,1987-01-03,2,11,9.0,5,7,2,0.0,0.0,40.0,0,334,2517,9,5,33,5,0,1,33,0.0,0.0
7484,1,1981-01-04,2,11,9.0,2,6,0,0.0,0.0,40.0,0,13962,3355,6,5,17,7,0,1,39,0.30266666666666664,0.0
5506,1,1994-01-01,2,8,11.0,4,3,1,0.0,0.0,50.0,0,10543,19673,6,5,34,7,0,3,26,0.012,0.0
19321,1,1989-01-02,2,8,11.0,2,2,0,0.0,0.0,40.0,0,39726,31802,17,7,34,7,0,3,31,0.7639999999999999,1.0
15937,0,1968-01-08,2,15,10.0,0,12,1,0.0,0.0,36.0,0,25675,37794,4,5,34,5,0,3,52,0.008,0.0
15245,1,1993-01-01,2,11,9.0,2,2,0,0.0,0.0,40.0,0,14311,38353,4,5,17,7,0,1,27,0.028,0.0
43476,1,1970-01-07,2,11,9.0,4,0,1,0.0,0.0,40.0,0,9464,35261,17,3,1,5,0,1,50,0.13,0.0
23392,1,1984-01-04,2,11,9.0,2,2,0,0.0,0.0,40.0,0,21155,32817,4,7,34,7,0,3,36,0.16371798528269144,0.0
39019,0,1962-01-09,1,8,11.0,6,0,1,0.0,0.0,40.0,0,20650,14874,12,5,17,7,0,1,58,0.04,0.0
2212,1,1999-12-31,3,6,5.0,4,2,4,0.0,625.0,40.0,0,24274,10587,4,5,2,5,0,1,20,0.002,0.0
4228,0,1984-01-04,5,15,10.0,5,9,4,0.0,0.0,32.0,0,22290,3645,10,7,17,7,0,1,36,0.01,0.0
4384,0,1994-01-01,2,7,12.0,2,0,5,0.0,0.0,40.0,0,17861,33691,4,5,17,5,0,1,26,0.13,0.0
20184,0,1962-01-09,1,12,14.0,4,3,1,0.0,0.0,40.0,0,18584,20084,4,5,1,5,0,1,58,0.084,0.0
43794,0,1963-01-09,2,11,9.0,2,0,5,0.0,0.0,45.0,0,1071,41811,9,5,33,5,0,1,57,0.39,0.0
11193,1,1963-01-09,2,15,10.0,2,13,0,0.0,0.0,50.0,0,26674,38547,4,5,17,7,0,1,57,0.438,0.0
3572,1,1985-01-03,5,9,13.0,2,10,0,0.0,0.0,40.0,0,35417,30935,4,5,33,7,2,1,35,0.5973333333333334,1.0
2662,1,1984-01-04,1,15,10.0,4,10,1,0.0,0.0,56.0,0,7128,8199,0,5,17,5,0,1,36,0.056,0.0
31935,1,1974-01-06,2,9,13.0,2,11,0,0.0,1672.0,40.0,0,26450,4975,1,5,0,1,0,1,46,0.09,0.0
34412,1,1981-01-04,2,11,9.0,2,13,0,0.0,0.0,50.0,0,13430,34536,14,7,34,7,0,3,39,0.378,0.0
22876,1,1995-01-01,3,11,9.0,4,6,1,0.0,0.0,65.0,0,11244,6811,4,5,17,5,0,1,25,0.032,0.0
8536,1,1994-01-01,2,1,7.0,5,7,4,0.0,0.0,40.0,0,40983,15728,6,5,7,5,0,1,26,0.008,0.0
43111,1,1985-01-03,2,11,9.0,2,2,0,0.0,0.0,40.0,0,29840,27656,4,5,7,3,0,1,35,0.018,0.0
5700,0,1999-12-31,2,15,10.0,4,11,3,0.0,0.0,40.0,0,40809,40120,4,5,17,7,0,1,20,0.0,0.0
35277,1,1986-01-03,2,11,9.0,4,6,1,0.0,0.0,40.0,0,456,32571,4,7,17,5,0,1,34,0.0,0.0
22790,0,1993-01-01,5,9,13.0,4,0,1,0.0,0.0,40.0,0,9764,39217,4,5,34,7,0,3,27,0.0025,0.0
1748,1,1959-01-10,2,1,7.0,2,10,0,0.0,0.0,36.0,0,30538,23029,4,7,34,7,0,3,61,0.034,0.0
1291,1,1979-01-05,2,9,13.0,4,3,3,0.0,0.0,40.0,0,39682,40866,4,7,34,7,0,3,41,0.022,0.0
37196,1,1988-01-03,2,11,9.0,4,3,1,0.0,0.0,40.0,0,7716,19755,14,7,34,7,0,3,32,0.016,0.0
42483,1,1982-01-04,2,11,9.0,4,9,1,0.0,0.0,60.0,0,11874,26114,4,5,17,5,0,1,38,0.044,0.0
17786,0,1962-01-09,0,9,13.0,6,9,4,0.0,0.0,40.0,0,15842,40131,1,7,34,7,0,3,58,0.144,0.0
6396,0,1958-01-10,2,6,5.0,6,6,1,0.0,0.0,35.0,0,6855,16713,4,7,34,7,0,3,62,0.0,0.0
27712,0,1995-01-01,4,11,9.0,0,7,4,0.0,0.0,40.0,0,8977,15300,17,3,17,5,0,1,25,0.006,0.0
10034,0,1986-01-03,1,12,14.0,0,9,1,0.0,0.0,40.0,0,2379,42906,14,7,17,5,0,1,34,0.052,0.0
19064,0,1996-12-31,2,7,12.0,4,11,3,0.0,0.0,12.0,0,12110,30739,4,5,34,7,0,3,23,0.0,0.0
18290,1,1984-01-04,2,11,9.0,0,5,1,0.0,0.0,40.0,0,18928,1349,4,5,34,7,0,3,36,0.0,0.0
23275,1,1973-01-06,1,15,10.0,0,2,1,0.0,0.0,40.0,0,13157,27072,4,5,34,7,0,3,47,0.014,0.0
7332,0,1974-01-06,2,5,4.0,2,11,5,0.0,0.0,30.0,0,140,40677,6,5,17,7,0,1,46,0.16,0.0
16712,0,1996-12-31,2,11,9.0,5,7,4,0.0,0.0,40.0,0,29347,19936,4,5,17,5,0,1,23,0.0,0.0
2947,1,1992-01-02,2,9,13.0,5,11,1,0.0,0.0,42.0,0,31336,15352,6,5,17,7,0,1,28,0.028,0.0
10620,1,1996-12-31,2,9,13.0,2,11,0,0.0,0.0,45.0,0,1726,17099,4,5,17,7,0,1,23,0.118,0.0
32414,1,1985-01-03,2,11,9.0,0,2,1,0.0,0.0,56.0,0,9593,39397,4,5,17,7,0,1,35,0.004,0.0
5210,0,2000-12-30,2,11,9.0,4,0,3,0.0,0.0,24.0,0,14272,17991,4,5,17,5,0,1,19,0.0,0.0
5510,1,1970-01-07,2,11,9.0,2,5,0,0.0,0.0,30.0,0,28305,30352,10,7,34,7,0,3,50,0.03,0.0
38549,1,1986-01-03,2,0,6.0,4,5,2,0.0,0.0,40.0,0,14953,17005,4,5,17,7,0,1,34,0.0,0.0
38539,1,1987-01-03,1,11,9.0,2,5,0,0.0,0.0,40.0,0,4832,37063,4,5,17,7,0,1,33,0.014333333333333333,0.0
36914,1,1995-01-01,2,8,11.0,4,2,3,0.0,0.0,40.0,0,2761,2489,4,7,34,7,0,3,25,0.0,0.0
18609,1,1987-01-03,2,6,5.0,2,13,0,0.0,0.0,50.0,0,5684,23671,4,5,36,5,0,1,33,0.048,0.0
41261,0,1998-12-31,2,11,9.0,4,0,3,0.0,0.0,40.0,0,14730,10480,4,5,33,5,0,1,21,0.0,0.0
21262,0,1969-01-07,2,4,3.0,5,7,4,0.0,0.0,40.0,0,25387,8962,6,7,34,7,0,3,51,0.0,0.0
10072,0,1992-01-02,2,11,9.0,4,6,3,0.0,1602.0,25.0,0,5718,13151,6,5,17,7,0,1,28,0.0,0.0
7677,0,1983-01-04,2,11,9.0,2,7,2,0.0,0.0,35.0,0,43540,34587,4,5,17,7,0,1,37,0.02923809523809524,0.0
1710,0,1992-01-02,2,11,9.0,4,7,1,0.0,0.0,30.0,0,34549,35519,14,7,34,7,0,3,28,0.0,0.0
17992,0,1997-12-31,2,15,10.0,4,11,3,0.0,0.0,25.0,0,40153,12811,4,7,17,7,0,1,22,0.0,0.0
13576,0,1961-01-09,2,11,9.0,0,0,1,0.0,0.0,40.0,0,22373,456,4,5,17,7,0,1,59,0.0,0.0
18011,0,1985-01-03,2,0,6.0,0,5,4,0.0,0.0,60.0,0,13255,7756,4,5,17,7,0,1,35,0.008,0.0
8224,1,1974-01-06,2,9,13.0,4,5,1,0.0,0.0,40.0,0,15238,26940,17,7,34,7,0,3,46,0.406,0.0
25246,1,1996-12-31,0,11,9.0,4,1,3,0.0,0.0,40.0,0,42112,41990,17,5,34,7,0,3,23,0.01,0.0
20990,1,1988-01-03,2,15,10.0,4,2,1,0.0,0.0,40.0,0,43766,23707,4,5,34,7,0,3,32,0.0,0.0
35068,1,1993-01-01,2,15,10.0,2,2,0,0.0,2057.0,49.0,0,6908,8350,14,7,34,7,0,3,27,0.18,0.0
19329,0,1985-01-03,2,11,9.0,2,8,2,0.0,0.0,20.0,0,17934,32387,4,7,34,7,0,3,35,0.018,0.0
24999,1,2000-12-30,2,15,10.0,4,11,3,0.0,0.0,15.0,0,37643,31013,4,7,34,7,0,3,19,0.0,0.0
36093,1,1991-01-02,2,15,10.0,4,0,1,0.0,0.0,40.0,0,8401,14060,17,7,34,7,0,3,29,0.02,0.0
7169,1,1968-01-08,2,4,3.0,2,2,0,0.0,2002.0,45.0,0,26236,9389,4,5,17,7,0,1,52,0.106,0.0
20572,1,1969-01-07,2,2,8.0,5,13,1,0.0,0.0,40.0,0,21659,2713,17,7,34,7,0,3,51,0.082,0.0
41434,1,1992-01-02,2,15,10.0,2,0,0,0.0,0.0,40.0,0,41706,38618,17,7,34,7,0,3,28,0.10243333333333332,0.0
3190,1,1977-01-05,2,15,10.0,4,7,1,0.0,0.0,40.0,0,31421,15434,9,7,17,7,0,1,43,0.008,0.0
36548,1,1985-01-03,2,5,4.0,2,0,0,0.0,0.0,40.0,0,4283,24450,4,7,34,7,0,3,35,0.004,0.0
38052,1,1976-01-06,0,15,10.0,0,0,4,0.0,0.0,40.0,0,26162,14994,4,5,34,7,0,3,44,0.032,0.0
19586,1,1976-01-06,2,15,10.0,2,8,0,0.0,0.0,2.0,0,31902,37071,4,7,34,7,0,3,44,0.004,0.0
17956,1,1993-01-01,2,15,10.0,4,7,1,0.0,0.0,38.0,0,11189,14181,17,7,34,7,0,3,27,0.002,0.0
12258,0,1968-01-08,1,9,13.0,4,9,1,0.0,0.0,40.0,0,1993,11770,1,7,34,7,0,3,52,0.042,0.0
19747,0,1978-01-05,4,11,9.0,3,2,1,0.0,0.0,40.0,0,18727,21367,17,5,17,7,0,1,42,0.006,0.0
34031,1,1987-01-03,2,4,3.0,2,6,0,0.0,0.0,40.0,0,18060,40191,4,6,35,5,0,2,33,0.024,0.0
39144,0,1969-01-07,2,11,9.0,0,0,4,0.0,0.0,40.0,0,25959,9193,4,5,34,7,0,3,51,0.0,0.0
37223,1,1979-01-05,4,11,9.0,2,0,0,0.0,0.0,30.0,0,36846,16358,4,7,34,7,0,3,41,0.024,0.0
1941,1,2000-12-30,2,15,10.0,4,5,3,0.0,0.0,16.0,0,36181,21246,6,5,17,7,0,1,19,0.0,0.0
31036,1,1989-01-02,2,11,9.0,2,11,0,0.0,0.0,40.0,0,23072,42170,4,5,17,5,0,1,31,0.067,0.0
12709,0,1965-01-08,2,15,10.0,0,7,1,0.0,0.0,40.0,0,20973,35470,4,5,33,5,0,1,55,0.0,0.0
9155,0,1987-01-03,2,11,9.0,4,11,3,0.0,0.0,40.0,0,27342,21545,6,5,17,7,0,1,33,0.002,0.0
35488,1,2000-12-30,5,15,10.0,4,7,3,0.0,0.0,35.0,0,31496,42099,17,7,34,7,0,3,19,0.002,0.0
26529,1,1995-01-01,2,1,7.0,0,6,1,0.0,0.0,40.0,0,1893,4247,14,7,15,5,0,1,25,0.002,0.0
23558,0,1982-01-04,2,11,9.0,2,7,5,0.0,0.0,10.0,0,27105,334,4,5,17,7,0,1,38,0.136,0.0
6043,0,1977-01-05,2,11,9.0,4,0,4,0.0,0.0,40.0,0,19173,29800,4,7,30,5,0,1,43,0.0,0.0
15537,1,1990-01-02,2,11,9.0,4,9,1,0.0,0.0,35.0,0,18760,20354,4,5,16,5,0,1,30,0.006,0.0
13229,1,1979-01-05,2,6,5.0,2,6,0,0.0,0.0,40.0,0,39419,39786,4,7,1,5,0,1,41,0.006,0.0
11448,0,1960-01-10,2,11,9.0,0,2,1,0.0,0.0,40.0,0,43152,23431,4,7,34,7,0,3,60,0.0,0.0
6528,0,1999-12-31,2,11,9.0,4,11,3,0.0,0.0,30.0,0,10452,24807,6,5,34,7,0,3,20,0.0,0.0
34462,1,1986-01-03,2,15,10.0,0,0,4,0.0,0.0,40.0,0,42349,4812,14,7,34,7,0,3,34,0.06,0.0
36370,1,2002-12-30,2,0,6.0,3,7,2,0.0,0.0,40.0,0,26599,7744,6,5,17,7,0,1,17,0.0,0.0
580,0,1989-01-02,2,12,14.0,0,3,1,0.0,0.0,40.0,0,3432,34131,4,7,34,7,0,3,31,0.042,0.0
33902,0,2000-12-30,2,11,9.0,4,7,4,0.0,0.0,40.0,0,7629,22324,6,5,17,7,0,1,19,0.0,0.0
35470,1,1987-01-03,2,15,10.0,4,0,1,0.0,0.0,40.0,0,403,20584,4,5,36,7,0,1,33,0.016,0.0
31490,0,1980-01-05,2,15,10.0,0,6,4,0.0,0.0,48.0,0,40881,37640,4,5,34,7,0,3,40,0.002,0.0
23798,0,1978-01-05,5,15,10.0,0,9,3,0.0,0.0,40.0,0,36482,16655,4,5,34,7,0,3,42,0.006,0.0
12369,0,1998-12-31,2,8,11.0,4,11,3,0.0,0.0,40.0,0,43394,20720,4,5,34,7,0,3,21,0.002,0.0
21623,0,1993-01-01,2,15,10.0,4,0,4,0.0,0.0,30.0,0,13368,29524,4,7,1,5,0,1,27,0.0,0.0
30637,0,1993-01-01,2,15,10.0,4,7,4,0.0,0.0,10.0,0,5904,9598,13,5,17,7,0,1,27,0.0,0.0
22840,0,1989-01-02,2,11,9.0,4,12,1,0.0,0.0,40.0,0,6789,26645,6,7,7,5,0,1,31,0.002,0.0
19982,1,1996-12-31,2,11,9.0,2,6,0,0.0,0.0,50.0,0,37990,21240,9,5,34,7,0,3,23,0.05,0.0
36758,1,1988-01-03,2,15,10.0,2,6,0,0.0,0.0,40.0,0,35670,36424,4,5,34,7,0,3,32,0.029333333333333333,0.0
34252,0,1972-01-07,2,11,9.0,0,7,4,0.0,0.0,20.0,0,38654,10963,4,5,17,5,0,1,48,0.0,0.0
10980,1,1979-01-05,2,11,9.0,2,2,0,0.0,0.0,50.0,0,31262,38137,6,5,1,5,0,1,41,0.134,0.0
40376,0,1992-01-02,2,15,10.0,4,0,3,0.0,0.0,42.0,0,9083,3797,4,7,34,7,0,3,28,0.0,0.0
35740,0,1971-01-07,2,7,12.0,2,0,3,0.0,0.0,38.0,0,11694,18738,12,5,17,5,0,1,49,0.216,0.0
19034,0,1990-01-02,2,9,13.0,4,9,1,0.0,0.0,40.0,0,28171,26027,4,5,7,7,0,1,30,0.034,0.0
25228,1,1992-01-02,2,8,11.0,2,9,0,0.0,0.0,50.0,0,24552,16095,17,7,34,7,0,3,28,0.162,0.0
29591,1,1993-01-01,5,11,9.0,2,10,0,0.0,0.0,60.0,0,915,28231,4,5,18,5,0,1,27,0.08,0.0
17452,1,1994-01-01,2,12,14.0,4,3,1,0.0,0.0,60.0,0,4206,11786,4,5,17,7,0,1,26,0.106,0.0
23373,0,1960-01-10,2,11,9.0,0,8,4,0.0,0.0,99.0,0,16925,14163,4,7,34,7,0,3,60,0.134,0.0
4811,0,1980-01-05,2,11,9.0,2,11,3,0.0,0.0,30.0,0,43231,25393,0,7,18,5,0,1,40,0.082,0.0
25492,1,1990-01-02,2,9,13.0,0,11,1,0.0,0.0,40.0,0,4532,28805,4,7,34,7,0,3,30,0.045,0.0
10303,1,1977-01-05,3,15,10.0,2,3,0,0.0,0.0,40.0,0,23919,21804,4,7,34,7,0,3,43,0.25423333333333337,0.0
34613,0,1996-12-31,2,9,13.0,4,3,3,0.0,0.0,40.0,0,41355,8405,6,5,17,7,0,1,23,0.0,0.0
15696,0,1972-01-07,2,9,13.0,0,12,1,0.0,0.0,45.0,0,18848,8940,4,7,2,5,0,1,48,0.054,0.0
38377,1,1993-01-01,2,11,9.0,4,7,3,0.0,0.0,20.0,0,40887,30656,4,7,34,7,0,3,27,0.0,0.0
42306,1,1996-01-01,2,15,10.0,2,2,0,0.0,0.0,50.0,0,3308,26358,17,5,34,7,0,3,24,0.034,0.0
40634,1,1961-01-09,2,9,13.0,5,3,1,0.0,0.0,45.0,0,41605,29713,0,5,17,7,0,1,59,0.122,0.0
20647,1,1972-01-07,2,0,6.0,2,13,0,0.0,0.0,40.0,0,26736,25427,13,7,34,7,0,3,48,0.044,0.0
32168,1,1959-01-10,4,15,10.0,2,2,0,0.0,0.0,40.0,0,1976,37397,17,7,33,5,0,1,61,0.12,0.0
25619,0,1977-01-05,4,15,10.0,4,2,1,0.0,0.0,14.0,0,10902,25052,17,7,30,5,0,1,43,0.026,0.0
34156,0,1974-01-06,1,11,9.0,4,7,4,0.0,0.0,40.0,0,31953,9062,9,7,18,5,0,1,46,0.0,0.0
25991,0,1986-01-03,2,11,9.0,5,12,4,0.0,0.0,35.0,0,36853,30083,17,5,17,7,0,1,34,0.002,0.0
18387,1,1988-01-03,2,11,9.0,2,13,0,0.0,0.0,50.0,0,20154,36051,4,5,34,7,0,3,32,0.048,0.0
5635,1,1994-01-01,2,11,9.0,2,9,0,0.0,0.0,30.0,0,22685,18787,4,7,34,7,0,3,26,0.04,0.0
26351,1,1981-01-04,2,0,6.0,4,5,1,0.0,0.0,40.0,0,10829,20285,4,5,33,5,0,1,39,0.0,0.0
19136,1,1969-01-07,4,11,9.0,2,2,0,0.0,0.0,40.0,0,34260,1245,4,5,17,7,0,1,51,0.11076666666666665,0.0
8307,1,1980-01-05,5,12,14.0,4,2,1,0.0,0.0,80.0,0,32736,25245,1,7,34,7,0,3,40,0.118,0.0
20305,1,1990-01-02,2,15,10.0,4,11,1,0.0,0.0,40.0,0,703,42519,4,7,34,7,0,3,30,0.022,0.0
35223,0,1973-01-06,2,15,10.0,0,6,4,0.0,0.0,40.0,0,7745,17866,17,5,34,7,0,3,47,0.03,0.0
4938,1,2002-12-30,2,2,8.0,4,4,3,0.0,0.0,12.0,0,11963,22246,4,7,34,7,0,3,17,0.0,0.0
7329,1,1981-01-04,5,12,14.0,2,9,0,0.0,0.0,48.0,0,32255,36014,4,5,34,7,0,3,39,0.278,0.0
6526,1,1996-01-01,2,11,9.0,4,5,3,0.0,0.0,40.0,0,37490,15129,17,7,34,7,0,3,24,0.0,0.0
22854,0,1999-12-31,2,15,10.0,4,10,1,0.0,0.0,40.0,0,4204,7117,4,7,1,5,0,1,20,0.0,0.0
30191,1,1999-12-31,2,15,10.0,4,9,3,0.0,0.0,40.0,0,25514,26039,4,7,34,7,0,3,20,0.002,0.0
20918,1,1976-01-06,2,12,14.0,2,2,0,0.0,0.0,40.0,0,19068,8348,4,5,17,7,0,1,44,0.202,0.0
33532,1,1996-12-31,2,7,12.0,4,2,3,0.0,0.0,20.0,0,1354,6032,4,7,33,5,0,1,23,0.0,0.0
14534,0,1975-01-06,0,15,10.0,0,0,4,0.0,0.0,40.0,0,25175,405,4,7,35,4,0,2,45,0.026,0.0
15900,0,1998-12-31,2,15,10.0,4,0,3,0.0,0.0,20.0,0,6593,4282,14,7,34,7,0,3,21,0.0,0.0
22745,1,1956-01-11,4,12,14.0,2,4,0,0.0,0.0,40.0,0,10006,37395,14,7,34,7,0,3,64,0.142,0.0
21882,0,1984-01-04,2,9,13.0,2,6,5,0.0,0.0,20.0,0,12762,19141,17,5,30,5,0,1,36,0.176,0.0
15973,1,2000-12-30,2,15,10.0,4,0,3,0.0,0.0,30.0,0,10594,42823,4,5,17,7,0,1,19,0.0,0.0
7361,0,1995-01-01,2,9,13.0,4,12,1,0.0,0.0,10.0,0,39611,16583,4,7,34,7,0,3,25,0.0,0.0
1218,1,1996-01-01,2,11,9.0,4,0,4,0.0,0.0,50.0,0,1210,18881,4,5,1,5,0,1,24,0.0,0.0
24116,0,2001-12-30,2,15,10.0,4,11,3,0.0,0.0,25.0,0,2339,24904,4,7,0,5,0,1,18,0.0,0.0
26530,1,1977-01-05,2,11,9.0,4,2,2,0.0,0.0,40.0,0,873,34543,17,7,17,7,0,1,43,0.004,0.0
11888,0,1975-01-06,2,15,10.0,0,3,4,0.0,0.0,64.0,0,31456,12038,12,5,18,5,0,1,45,0.05,0.0
26363,1,1998-12-31,2,15,10.0,4,0,3,0.0,0.0,40.0,0,7002,40577,4,5,17,7,0,1,21,0.0,0.0
28808,1,1984-01-04,2,9,13.0,0,9,1,0.0,0.0,40.0,0,36885,27606,4,7,34,7,0,3,36,0.004,0.0
28188,0,1986-01-03,2,11,9.0,0,6,1,0.0,0.0,40.0,0,9834,35566,14,7,34,7,0,3,34,0.006,0.0
31151,0,1995-01-01,2,1,7.0,4,0,1,0.0,0.0,40.0,0,14697,10512,0,5,33,5,2,1,25,0.0,0.0
6599,1,1963-01-09,5,11,9.0,2,2,0,0.0,0.0,40.0,0,26389,37710,4,7,18,5,0,1,57,0.151,0.0
16478,1,1990-01-02,2,11,9.0,0,4,1,0.0,0.0,40.0,0,18979,1896,4,5,17,7,0,1,30,0.0,0.0
13323,1,1989-01-02,2,9,13.0,4,2,1,0.0,0.0,40.0,0,36407,30349,4,5,34,7,0,3,31,0.004,0.0
4308,1,1978-01-05,2,9,13.0,2,9,0,0.0,0.0,40.0,0,43264,28240,4,7,34,7,0,3,42,0.28,0.0
18638,0,1993-01-01,2,9,13.0,4,11,1,0.0,2258.0,55.0,0,25237,40746,17,7,34,7,0,3,27,0.192,0.0
25885,0,1979-01-05,2,1,7.0,0,10,1,0.0,0.0,20.0,0,36423,34457,4,5,17,5,0,1,41,0.006,0.0
22804,1,1989-01-02,2,7,12.0,2,2,0,0.0,0.0,40.0,0,13703,205,6,5,14,5,0,1,31,0.11766666666666667,0.0
36434,1,1982-01-04,2,15,10.0,2,6,0,0.0,0.0,40.0,0,23598,5029,4,7,34,7,0,3,38,0.1745,0.0
25484,1,1986-01-03,1,15,10.0,2,10,0,0.0,0.0,40.0,0,29818,28133,14,7,17,7,0,1,34,0.2346666666666667,0.0
39804,0,1985-01-03,2,15,10.0,0,6,4,0.0,0.0,40.0,0,25116,39103,4,5,34,7,0,3,35,0.002,0.0
35271,1,1996-12-31,5,11,9.0,2,10,0,0.0,0.0,38.0,0,34696,3722,4,7,28,5,0,3,23,0.036,0.0
31259,0,1971-01-07,2,0,6.0,0,6,1,0.0,0.0,32.0,0,6242,5008,4,7,14,5,0,1,49,0.0,0.0
40584,0,1988-01-03,2,8,11.0,0,11,4,0.0,1380.0,40.0,0,10330,4768,17,3,1,5,0,1,32,0.008,0.0
42846,0,1990-01-02,2,11,9.0,0,7,4,0.0,0.0,40.0,0,37355,752,17,7,35,5,0,2,30,0.004,0.0
9030,1,1995-01-01,2,9,13.0,4,0,1,0.0,0.0,30.0,0,19362,26367,4,5,35,5,0,2,25,0.004,0.0
18413,1,1958-01-10,2,5,4.0,2,7,0,0.0,0.0,40.0,0,28066,37591,17,0,34,7,0,3,62,0.03,0.0
24278,1,1959-01-10,2,9,13.0,2,7,0,0.0,0.0,20.0,0,40260,12283,4,5,18,5,0,1,61,0.112,0.0
8159,0,1987-01-03,2,11,9.0,5,7,4,0.0,0.0,72.0,0,42454,7758,4,5,34,7,0,3,33,0.002,0.0
13655,1,1993-01-01,2,11,9.0,2,6,0,0.0,0.0,39.0,0,16443,21074,17,7,34,7,0,3,27,0.042,0.0
37526,1,1993-01-01,5,12,14.0,2,9,0,0.0,0.0,20.0,0,6793,35536,17,7,34,7,0,3,27,0.091,0.0
41851,1,1987-01-03,0,9,13.0,4,10,1,0.0,1408.0,50.0,0,23126,22035,4,5,29,5,0,1,33,0.086,0.0
39961,0,1985-01-03,2,11,9.0,0,11,4,0.0,0.0,30.0,0,16959,1399,4,5,34,7,0,3,35,0.002,0.0
30981,0,1999-12-31,2,15,10.0,4,11,4,0.0,0.0,2.0,0,40038,5329,17,5,17,7,0,1,20,0.0,0.0
16208,0,1994-01-01,2,9,13.0,4,7,3,0.0,0.0,15.0,0,3417,25239,4,5,34,7,0,3,26,0.021,0.0
37462,1,1975-01-06,4,15,10.0,2,2,0,0.0,0.0,60.0,0,27285,32472,4,7,34,7,0,3,45,0.018,0.0
30324,1,1986-01-03,1,15,10.0,2,13,0,0.0,0.0,40.0,0,36545,6345,6,5,7,7,0,1,34,0.292,0.0
2839,0,1996-12-31,2,4,3.0,2,5,5,0.0,0.0,40.0,0,1171,29291,4,7,34,7,0,3,23,0.02,0.0
21523,0,2000-12-30,2,15,10.0,4,11,3,0.0,0.0,20.0,0,12942,19551,4,5,35,5,0,2,19,0.0,0.0
10713,0,1992-01-02,2,9,13.0,0,9,1,0.0,0.0,40.0,0,33025,476,4,5,17,5,0,1,28,0.04,0.0
6902,0,1993-01-01,2,9,13.0,4,0,3,0.0,0.0,40.0,0,12744,24008,4,7,34,7,0,3,27,0.007666666666666666,0.0
21234,0,1989-01-02,2,11,9.0,4,0,4,0.0,3770.0,37.0,0,39911,32450,4,7,34,7,0,3,31,0.11,0.0
10291,1,1976-01-06,1,9,13.0,2,10,0,0.0,0.0,56.0,0,8873,38942,17,7,33,5,0,1,44,0.312,0.0
28622,0,1993-01-01,2,15,10.0,4,3,1,0.0,0.0,50.0,0,39133,5243,4,7,2,5,0,1,27,0.008,0.0
